"Ranking","IdProducto","VentasSemestrales","fecha","IdBodega","Salidas"
"78","728","208919,4700","2025-06-24","11","1363,5000"
"82","755","198295,6500","2025-06-24","11","1794,1400"
"397","1024","18284,2600","2025-06-24","11","33,9200"
"158","1127","69247,7600","2025-06-24","11","577,7600"
"116","1645","124026,7500","2025-06-24","9","758,2100"
"174","1647","58531,6800","2025-06-24","9","870,8900"
"138","1648","88170,2700","2025-06-24","9","2301,7000"
"83","1649","197685,8800","2025-06-24","9","62,1600"
"87","1650","174537,1600","2025-06-24","9","40,6300"
"233","1653","37708,4600","2025-06-24","9","733,3400"
"75","1663","215639,3200","2025-06-24","9","553,8700"
"211","1665","43698,9700","2025-06-24","9","651,6200"
"114","1671","125202,7100","2025-06-24","9","1333,1200"
"307","1677","25213,7700","2025-06-24","9","576,2000"
"344","1683","22308,5700","2025-06-24","9","97,7000"
"210","1688","43855,2400","2025-06-24","9","74,9900"
"109","1699","134526,3100","2025-06-24","9","10,0000"
"261","1710","32544,1200","2025-06-24","9","38,1600"
"935","1718","6118,2500","2025-06-24","9","6,1200"
"1181","1720","4329,3600","2025-06-24","9","51,3100"
"843","1721","6797,3700","2025-06-24","9","29,4200"
"684","1722","9103,1600","2025-06-24","9","44,5500"
"28","1746","573417,0400","2025-06-24","9","1973,7400"
"833","1760","6876,9700","2025-06-24","9","866,7800"
"117","1780","120432,0000","2025-06-24","10","3375,0000"
"873","1810","6533,8200","2025-06-24","9","1730,7500"
"601","1902","10866,0000","2025-06-24","10","74,0000"
"160","1909","68970,1100","2025-06-24","9","2171,1500"
"309","1932","25047,5000","2025-06-24","9","3554,9800"
"672","1992","9321,9700","2025-06-24","9","200,0000"
"172","2407","59381,9500","2025-06-24","9","2190,1200"
"1634","2408","2626,7200","2025-06-24","9","1040,4300"
"560","2443","11988,7000","2025-06-24","9","1077,4000"
"472","2543","14243,8900","2025-06-24","9","116,6300"
"483","2588","14104,9600","2025-06-24","9","3727,2800"
"685","2628","9077,1000","2025-06-24","9","1714,0600"
"248","2675","34819,4300","2025-06-24","9","105,3500"
"546","2764","12202,2400","2025-06-24","9","556,9900"
"654","3296","9585,9500","2025-06-24","11","87,4500"
"349","3297","21817,0000","2025-06-24","11","88,0100"
"521","3298","13037,9200","2025-06-24","11","123,4900"
"576","3299","11636,6300","2025-06-24","11","53,6800"
"1317","3304","3679,8300","2025-06-24","11","23,6300"
"762","3305","7935,5900","2025-06-24","11","95,6100"
"920","3308","6219,3100","2025-06-24","11","41,7800"
"590","3440","11182,4100","2025-06-24","9","2042,2000"
"1609","4134","2682,9500","2025-06-24","11","23,9500"
"1843","4518","2176,7000","2025-06-24","11","17,0000"
"1971","4519","1902,3000","2025-06-24","11","34,0000"
"1833","4837","2203,5500","2025-06-24","9","651,1200"
"361","4993","20597,8400","2025-06-24","11","38,6500"
"524","4994","12985,0000","2025-06-24","11","15,3900"
"432","4995","16276,6600","2025-06-24","11","20,1700"
"308","4996","25149,5500","2025-06-24","11","16,9300"
"262","5016","32375,3000","2025-06-24","9","439,3500"
"55","5018","304852,1600","2025-06-24","9","2143,3600"
"1902","5295","2071,6800","2025-06-24","9","489,2400"
"1336","5327","3587,0000","2025-06-24","10","10,0000"
"1919","5344","2028,0000","2025-06-24","10","100,0000"
"24","5454","598292,0000","2025-06-24","10","3300,0000"
"63","5455","286083,0000","2025-06-24","10","1124,0000"
"142","5456","81592,0000","2025-06-24","10","250,0000"
"1804","6015","2260,0100","2025-06-24","6","659,1400"
"1095","6084","4864,1500","2025-06-24","6","2177,2900"
"1646","6114","2582,5800","2025-06-24","6","784,8700"
"1206","6133","4166,3000","2025-06-24","6","1761,6300"
"136","6146","90000,0000","2025-06-24","6","45200,0000"
"1915","6149","2043,8100","2025-06-24","6","658,5000"
"1014","6233","5331,0000","2025-06-24","10","235,0000"
"150","6239","74800,0000","2025-06-24","10","2800,0000"
"319","6763","24115,1500","2025-06-24","17","123,5000"
"288","6765","26877,8000","2025-06-24","17","138,3000"
"231","6767","38128,3100","2025-06-24","17","169,3700"
"140","6780","84937,6800","2025-06-24","15","642,3600"
"264","6860","32278,8300","2025-06-24","17","260,2000"
"181","6918","53917,5100","2025-06-24","15","1263,5800"
"817","7454","7105,0000","2025-06-24","53","10,0000"
"813","7583","7159,5085","2025-06-24","53","24,7790"
"836","7730","6853,5572","2025-06-24","53","37,0709"
"1473","7870","3088,1252","2025-06-24","53","59,2520"
"749","7931","8129,3899","2025-06-24","53","83,8419"
"609","7935","10515,0835","2025-06-24","53","71,1039"
"1177","8090","4347,0000","2025-06-24","53","24,0000"
"1984","7701","1865,3394","2025-06-24","54","228,8650"
"1783","7714","2320,6274","2025-06-24","54","362,3380"
"1473","7870","3088,1252","2025-06-24","54","964,2910"
"532","7970","12651,8124","2025-06-24","54","29,2609"
"274","7978","29109,7704","2025-06-24","54","326,2810"
"854","8049","6692,9437","2025-06-24","54","18,5870"
"1289","7459","3783,3879","2025-06-24","56","202,8600"
"1184","7597","4327,8591","2025-06-24","56","402,0600"
"1908","7611","2054,4996","2025-06-24","56","102,0400"
"1771","7753","2349,2891","2025-06-24","56","62,9600"
"676","7898","9314,0070","2025-06-24","56","541,4199"
"1289","7459","3783,3879","2025-06-24","57","37,9699"
"676","7898","9314,0070","2025-06-24","57","24,1900"
"627","478","10163,5600","2025-06-25","11","325,1200"
"216","522","41826,1400","2025-06-25","11","94,9000"
"120","634","118883,6900","2025-06-25","11","802,5300"
"1529","679","2901,7000","2025-06-25","11","114,9000"
"567","721","11747,0000","2025-06-25","11","86,0000"
"78","728","208919,4700","2025-06-25","11","1786,5700"
"82","755","198295,6500","2025-06-25","11","1186,5900"
"1294","949","3765,3000","2025-06-25","11","17,0000"
"618","952","10307,2700","2025-06-25","11","34,0000"
"158","1127","69247,7600","2025-06-25","11","467,8300"
"116","1645","124026,7500","2025-06-25","9","899,6100"
"174","1647","58531,6800","2025-06-25","9","1994,4900"
"138","1648","88170,2700","2025-06-25","9","1050,3300"
"83","1649","197685,8800","2025-06-25","9","194,2800"
"87","1650","174537,1600","2025-06-25","9","144,3400"
"233","1653","37708,4600","2025-06-25","9","569,6400"
"75","1663","215639,3200","2025-06-25","9","926,3000"
"491","1664","13879,3000","2025-06-25","9","55,2000"
"211","1665","43698,9700","2025-06-25","9","1350,5300"
"114","1671","125202,7100","2025-06-25","9","1035,5400"
"307","1677","25213,7700","2025-06-25","9","447,5800"
"344","1683","22308,5700","2025-06-25","9","202,4100"
"210","1688","43855,2400","2025-06-25","9","137,8800"
"537","1695","12620,5100","2025-06-25","9","22,1400"
"275","1704","28528,7200","2025-06-25","9","6,3000"
"1181","1720","4329,3600","2025-06-25","9","58,8500"
"843","1721","6797,3700","2025-06-25","9","32,3700"
"684","1722","9103,1600","2025-06-25","9","47,5600"
"28","1746","573417,0400","2025-06-25","9","3010,4600"
"833","1760","6876,9700","2025-06-25","9","142,0400"
"263","1773","32299,0000","2025-06-25","9","1109,3000"
"1246","1789","3973,9900","2025-06-25","9","368,6800"
"989","1830","5638,6600","2025-06-25","9","301,0000"
"672","1992","9321,9700","2025-06-25","9","720,5600"
"419","2007","16868,4900","2025-06-25","9","487,1600"
"1837","2363","2193,6700","2025-06-25","9","549,0800"
"329","2393","23430,8000","2025-06-25","9","95,0000"
"496","2400","13675,1900","2025-06-25","9","842,6700"
"172","2407","59381,9500","2025-06-25","9","736,5600"
"498","2411","13610,8000","2025-06-25","9","508,1900"
"379","2412","19188,9900","2025-06-25","9","156,0000"
"208","2417","43914,4400","2025-06-25","9","676,1200"
"1045","2420","5133,2700","2025-06-25","9","543,1100"
"186","2437","51939,0700","2025-06-25","9","1396,1500"
"472","2543","14243,8900","2025-06-25","9","419,0000"
"858","2649","6629,3000","2025-06-25","9","771,7200"
"640","2662","9806,4300","2025-06-25","9","495,7900"
"1871","2755","2131,0000","2025-06-25","9","545,5500"
"1497","3211","3028,0000","2025-06-25","10","750,0000"
"654","3296","9585,9500","2025-06-25","11","61,0000"
"349","3297","21817,0000","2025-06-25","11","79,2300"
"521","3298","13037,9200","2025-06-25","11","74,7700"
"576","3299","11636,6300","2025-06-25","11","60,4400"
"1004","4062","5480,0000","2025-06-25","11","5,0000"
"1609","4134","2682,9500","2025-06-25","11","55,5500"
"250","4271","34714,3800","2025-06-25","9","681,3600"
"856","4293","6675,6700","2025-06-25","9","672,3600"
"1047","4507","5105,3200","2025-06-25","9","861,9800"
"1843","4518","2176,7000","2025-06-25","11","17,0000"
"1971","4519","1902,3000","2025-06-25","11","17,0000"
"1833","4837","2203,5500","2025-06-25","9","965,9300"
"169","4847","61371,9000","2025-06-25","9","390,0000"
"823","4963","7032,4300","2025-06-25","9","541,6000"
"1491","4985","3038,7000","2025-06-25","9","905,6000"
"361","4993","20597,8400","2025-06-25","11","178,1000"
"524","4994","12985,0000","2025-06-25","11","84,4700"
"432","4995","16276,6600","2025-06-25","11","108,5700"
"308","4996","25149,5500","2025-06-25","11","309,0400"
"254","5015","33772,8900","2025-06-25","9","1277,6700"
"55","5018","304852,1600","2025-06-25","9","3835,7200"
"608","5053","10518,3000","2025-06-25","9","924,1800"
"359","5054","20655,4400","2025-06-25","9","2631,4700"
"1919","5344","2028,0000","2025-06-25","10","144,0000"
"603","6091","10652,9300","2025-06-25","6","2181,1400"
"1922","6195","2025,8600","2025-06-25","6","1936,6300"
"1129","6243","4647,7600","2025-06-25","10","1233,7400"
"162","6784","65507,4100","2025-06-25","15","1286,8300"
"817","7454","7105,0000","2025-06-25","53","54,0000"
"1612","7468","2681,8632","2025-06-25","53","78,4980"
"836","7730","6853,5572","2025-06-25","53","64,5960"
"749","7931","8129,3899","2025-06-25","53","81,5229"
"609","7935","10515,0835","2025-06-25","53","83,2570"
"1511","8075","2963,9268","2025-06-25","53","165,8499"
"1995","8101","1827,6751","2025-06-25","53","24,0790"
"1984","7701","1865,3394","2025-06-25","54","0,5320"
"1473","7870","3088,1252","2025-06-25","54","264,6050"
"274","7978","29109,7704","2025-06-25","54","214,0929"
"854","8049","6692,9437","2025-06-25","54","3,9030"
"296","8118","25988,1234","2025-06-25","55","1089,4800"
"592","7719","11133,0965","2025-06-25","56","188,0800"
"1771","7753","2349,2891","2025-06-25","56","36,9600"
"676","7898","9314,0070","2025-06-25","56","96,4399"
"1089","8127","4888,3986","2025-06-25","56","68,4899"
"1289","7459","3783,3879","2025-06-25","57","32,3699"
"1216","7835","4142,5679","2025-06-25","57","37,2700"
"627","478","10163,5600","2025-06-26","11","6,1400"
"216","522","41826,1400","2025-06-26","11","165,3600"
"120","634","118883,6900","2025-06-26","11","628,6400"
"567","721","11747,0000","2025-06-26","11","78,0000"
"78","728","208919,4700","2025-06-26","11","686,5400"
"292","754","26456,8200","2025-06-26","11","181,7900"
"82","755","198295,6500","2025-06-26","11","1388,7400"
"1294","949","3765,3000","2025-06-26","11","17,0000"
"1525","950","2919,8200","2025-06-26","11","34,0000"
"618","952","10307,2700","2025-06-26","11","49,8400"
"442","954","15697,5100","2025-06-26","11","597,8000"
"397","1024","18284,2600","2025-06-26","11","79,1500"
"158","1127","69247,7600","2025-06-26","11","379,1000"
"1225","1194","4084,4700","2025-06-26","11","17,0000"
"116","1645","124026,7500","2025-06-26","9","1032,3400"
"174","1647","58531,6800","2025-06-26","9","1661,9700"
"138","1648","88170,2700","2025-06-26","9","751,9400"
"83","1649","197685,8800","2025-06-26","9","219,9900"
"87","1650","174537,1600","2025-06-26","9","1185,4800"
"75","1663","215639,3200","2025-06-26","9","1720,9000"
"211","1665","43698,9700","2025-06-26","9","1348,9900"
"307","1677","25213,7700","2025-06-26","9","150,0100"
"344","1683","22308,5700","2025-06-26","9","202,2100"
"537","1695","12620,5100","2025-06-26","9","151,9900"
"275","1704","28528,7200","2025-06-26","9","0,8100"
"935","1718","6118,2500","2025-06-26","9","0,8800"
"1181","1720","4329,3600","2025-06-26","9","30,3400"
"843","1721","6797,3700","2025-06-26","9","48,0000"
"684","1722","9103,1600","2025-06-26","9","238,7000"
"28","1746","573417,0400","2025-06-26","9","5931,3400"
"906","1887","6316,0200","2025-06-26","9","1233,1300"
"160","1909","68970,1100","2025-06-26","9","877,0600"
"1200","2023","4203,1600","2025-06-26","9","428,0400"
"798","2381","7382,2800","2025-06-26","9","2138,2100"
"923","2404","6200,9000","2025-06-26","9","511,7900"
"172","2407","59381,9500","2025-06-26","9","245,0000"
"498","2411","13610,8000","2025-06-26","9","11,3000"
"1766","2573","2357,7000","2025-06-26","9","179,9500"
"554","2612","12098,1500","2025-06-26","9","1882,0000"
"546","2764","12202,2400","2025-06-26","9","423,9200"
"654","3296","9585,9500","2025-06-26","11","83,1000"
"349","3297","21817,0000","2025-06-26","11","132,0700"
"521","3298","13037,9200","2025-06-26","11","110,2000"
"576","3299","11636,6300","2025-06-26","11","137,8400"
"1317","3304","3679,8300","2025-06-26","11","28,3200"
"762","3305","7935,5900","2025-06-26","11","54,5400"
"920","3308","6219,3100","2025-06-26","11","8,6500"
"620","3309","10289,0100","2025-06-26","11","44,1300"
"590","3440","11182,4100","2025-06-26","9","1495,4000"
"781","3533","7673,2500","2025-06-26","9","1724,7000"
"1609","4134","2682,9500","2025-06-26","11","5,0000"
"1003","4409","5501,0300","2025-06-26","9","309,0000"
"1843","4518","2176,7000","2025-06-26","11","51,0000"
"1971","4519","1902,3000","2025-06-26","11","51,0000"
"1833","4837","2203,5500","2025-06-26","9","460,3100"
"169","4847","61371,9000","2025-06-26","9","2594,9000"
"361","4993","20597,8400","2025-06-26","11","54,1900"
"524","4994","12985,0000","2025-06-26","11","18,3800"
"432","4995","16276,6600","2025-06-26","11","19,6800"
"308","4996","25149,5500","2025-06-26","11","50,1800"
"168","5017","62087,7600","2025-06-26","9","240,0000"
"55","5018","304852,1600","2025-06-26","9","2969,9500"
"220","5029","40708,7900","2025-06-26","9","718,5900"
"212","5031","43022,9500","2025-06-26","9","1810,6200"
"608","5053","10518,3000","2025-06-26","9","425,0900"
"359","5054","20655,4400","2025-06-26","9","1369,9800"
"556","5591","12084,6800","2025-06-26","9","2558,0400"
"319","6763","24115,1500","2025-06-26","17","134,3000"
"288","6765","26877,8000","2025-06-26","17","151,2000"
"231","6767","38128,3100","2025-06-26","17","131,3200"
"360","6804","20642,7500","2025-06-26","15","2430,4000"
"501","6806","13567,2000","2025-06-26","15","1580,4000"
"264","6860","32278,8300","2025-06-26","17","175,8700"
"1137","7182","4592,1100","2025-06-26","15","1331,9600"
"1783","7714","2320,6274","2025-06-26","53","16,3500"
"836","7730","6853,5572","2025-06-26","53","122,4960"
"749","7931","8129,3899","2025-06-26","53","29,3919"
"609","7935","10515,0835","2025-06-26","53","37,3100"
"1791","8113","2305,5607","2025-06-26","53","20,8850"
"1783","7714","2320,6274","2025-06-26","54","41,8209"
"1473","7870","3088,1252","2025-06-26","54","381,9739"
"274","7978","29109,7704","2025-06-26","54","196,1670"
"854","8049","6692,9437","2025-06-26","54","45,3669"
"296","8118","25988,1234","2025-06-26","55","1960,1620"
"1131","7485","4637,1987","2025-06-26","56","67,0400"
"1089","8127","4888,3986","2025-06-26","56","97,0400"
"1216","7835","4142,5679","2025-06-26","57","65,1400"
"559","148","12006,0000","2025-06-27","10","244,0000"
"1194","474","4255,0000","2025-06-27","10","64,0000"
"627","478","10163,5600","2025-06-27","11","3,7000"
"216","522","41826,1400","2025-06-27","11","245,9200"
"572","542","11689,0000","2025-06-27","10","33,0000"
"141","570","81613,0000","2025-06-27","10","1795,0000"
"687","609","9028,0000","2025-06-27","10","390,0000"
"120","634","118883,6900","2025-06-27","11","557,0700"
"78","728","208919,4700","2025-06-27","11","456,3800"
"292","754","26456,8200","2025-06-27","11","36,9400"
"82","755","198295,6500","2025-06-27","11","744,5400"
"1553","931","2824,9900","2025-06-27","11","104,8000"
"1294","949","3765,3000","2025-06-27","11","102,0000"
"1525","950","2919,8200","2025-06-27","11","34,0000"
"618","952","10307,2700","2025-06-27","11","180,8600"
"442","954","15697,5100","2025-06-27","11","259,2000"
"397","1024","18284,2600","2025-06-27","11","283,3500"
"158","1127","69247,7600","2025-06-27","11","330,1700"
"116","1645","124026,7500","2025-06-27","9","1036,8000"
"174","1647","58531,6800","2025-06-27","9","356,3000"
"138","1648","88170,2700","2025-06-27","9","313,1000"
"75","1663","215639,3200","2025-06-27","9","562,6100"
"211","1665","43698,9700","2025-06-27","9","337,4500"
"344","1683","22308,5700","2025-06-27","9","31,2400"
"217","1697","41728,5600","2025-06-27","9","84,7500"
"154","1717","71858,2500","2025-06-27","9","130,3700"
"1181","1720","4329,3600","2025-06-27","9","4,6900"
"843","1721","6797,3700","2025-06-27","9","13,1500"
"684","1722","9103,1600","2025-06-27","9","8,2700"
"28","1746","573417,0400","2025-06-27","9","1438,8500"
"660","1778","9478,8000","2025-06-27","10","300,0000"
"117","1780","120432,0000","2025-06-27","10","1974,0000"
"431","1787","16288,0000","2025-06-27","10","234,0000"
"1799","1791","2286,0000","2025-06-27","10","30,0000"
"335","1799","22732,9000","2025-06-27","9","5422,0400"
"1966","1821","1918,0000","2025-06-27","10","82,0000"
"1705","1842","2484,0000","2025-06-27","10","30,0000"
"1249","1847","3959,0000","2025-06-27","10","130,0000"
"1024","1850","5259,2800","2025-06-27","9","726,3600"
"436","1855","16135,0000","2025-06-27","10","1032,0000"
"1841","1873","2180,0000","2025-06-27","10","126,0000"
"601","1902","10866,0000","2025-06-27","10","65,0000"
"160","1909","68970,1100","2025-06-27","9","405,0300"
"173","1923","59106,4000","2025-06-27","9","1629,9800"
"304","1977","25275,2000","2025-06-27","9","934,8000"
"419","2007","16868,4900","2025-06-27","9","1629,4900"
"1304","2011","3732,0000","2025-06-27","10","30,0000"
"1495","2039","3030,0000","2025-06-27","10","30,0000"
"496","2400","13675,1900","2025-06-27","9","806,8700"
"923","2404","6200,9000","2025-06-27","9","247,0000"
"172","2407","59381,9500","2025-06-27","9","767,5600"
"498","2411","13610,8000","2025-06-27","9","1357,5800"
"379","2412","19188,9900","2025-06-27","9","504,5800"
"1766","2573","2357,7000","2025-06-27","9","189,8000"
"640","2662","9806,4300","2025-06-27","9","990,7900"
"654","3296","9585,9500","2025-06-27","11","67,6200"
"349","3297","21817,0000","2025-06-27","11","52,5700"
"521","3298","13037,9200","2025-06-27","11","71,6900"
"576","3299","11636,6300","2025-06-27","11","60,9700"
"1317","3304","3679,8300","2025-06-27","11","49,4200"
"762","3305","7935,5900","2025-06-27","11","53,0600"
"920","3308","6219,3100","2025-06-27","11","34,3700"
"620","3309","10289,0100","2025-06-27","11","77,7900"
"1609","4134","2682,9500","2025-06-27","11","31,5000"
"860","4268","6611,6400","2025-06-27","9","977,6100"
"250","4271","34714,3800","2025-06-27","9","1446,7100"
"1971","4519","1902,3000","2025-06-27","11","17,0000"
"1522","4708","2946,5800","2025-06-27","11","15,0000"
"367","4854","20374,8200","2025-06-27","11","41,6600"
"655","4923","9580,9400","2025-06-27","9","120,0000"
"361","4993","20597,8400","2025-06-27","11","96,7500"
"524","4994","12985,0000","2025-06-27","11","71,4000"
"432","4995","16276,6600","2025-06-27","11","48,7300"
"308","4996","25149,5500","2025-06-27","11","70,6800"
"45","5013","341866,1100","2025-06-27","9","5343,5200"
"168","5017","62087,7600","2025-06-27","9","4362,3800"
"24","5454","598292,0000","2025-06-27","10","25000,0000"
"63","5455","286083,0000","2025-06-27","10","6876,0000"
"142","5456","81592,0000","2025-06-27","10","1550,0000"
"1198","6093","4220,2000","2025-06-27","6","1435,5000"
"1427","6132","3262,9600","2025-06-27","6","1426,6000"
"1014","6233","5331,0000","2025-06-27","10","405,0000"
"150","6239","74800,0000","2025-06-27","10","5950,0000"
"319","6763","24115,1500","2025-06-27","17","261,9000"
"288","6765","26877,8000","2025-06-27","17","297,7000"
"231","6767","38128,3100","2025-06-27","17","415,8900"
"385","6769","18993,0000","2025-06-27","16","305,0000"
"1281","6773","3841,0000","2025-06-27","16","34,0000"
"104","6775","148950,0000","2025-06-27","16","935,0000"
"184","6778","52700,0000","2025-06-27","16","650,0000"
"374","6787","19536,0500","2025-06-27","15","2866,2300"
"255","6834","32905,0000","2025-06-27","16","340,0000"
"264","6860","32278,8300","2025-06-27","17","564,5400"
"181","6918","53917,5100","2025-06-27","15","2589,8000"
"422","6927","16630,8400","2025-06-27","15","358,0000"
"817","7454","7105,0000","2025-06-27","53","228,0000"
"1783","7714","2320,6274","2025-06-27","53","245,2129"
"836","7730","6853,5572","2025-06-27","53","169,8820"
"749","7931","8129,3899","2025-06-27","53","174,7599"
"609","7935","10515,0835","2025-06-27","53","181,6080"
"1791","8113","2305,5607","2025-06-27","53","384,2819"
"1988","7614","1860,7457","2025-06-27","54","179,5399"
"1783","7714","2320,6274","2025-06-27","54","121,9860"
"1473","7870","3088,1252","2025-06-27","54","190,8460"
"274","7978","29109,7704","2025-06-27","54","263,9409"
"854","8049","6692,9437","2025-06-27","54","303,7819"
"1982","8098","1869,2444","2025-06-27","54","231,0770"
"296","8118","25988,1234","2025-06-27","55","658,9080"
"1131","7485","4637,1987","2025-06-27","56","16,1600"
"1771","7753","2349,2891","2025-06-27","56","53,8599"
"676","7898","9314,0070","2025-06-27","56","96,2000"
"1216","7835","4142,5679","2025-06-27","57","24,2899"
"1125","248","4695,0000","2025-06-28","10","390,0000"
"627","478","10163,5600","2025-06-28","11","2,7500"
"216","522","41826,1400","2025-06-28","11","65,2800"
"141","570","81613,0000","2025-06-28","10","284,0000"
"120","634","118883,6900","2025-06-28","11","411,7400"
"78","728","208919,4700","2025-06-28","11","341,1800"
"292","754","26456,8200","2025-06-28","11","39,5900"
"82","755","198295,6500","2025-06-28","11","1419,9200"
"1553","931","2824,9900","2025-06-28","11","334,9800"
"1294","949","3765,3000","2025-06-28","11","51,0000"
